key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,press_to_press,release_to_press,hold_time
15,2,1,0,0,0,1,0,0,0,0,0,95
16,3,1,0,0,0,1,0,0,0,0,0,92
1,u,1,0,0,0,1,0,0,0,0,0,95
2,s,1,0,0,0,1,0,0,0,0,0,140
3,e,1,0,0,0,1,0,0,0,0,0,88
4,r,1,0,0,0,1,0,0,0,0,0,82
5,1,1,0,0,0,1,0,0,0,0,0,106
6,p,1,0,0,0,1,0,0,0,0,0,97
7,a,1,0,0,0,1,0,0,0,0,0,112
8,s,1,0,0,0,1,0,0,0,0,0,94
9,s,1,0,0,0,1,0,0,0,0,0,122
10,w,1,0,0,0,1,0,0,0,0,0,113
11,o,1,0,0,0,1,0,0,0,0,0,108
12,r,1,0,0,0,1,0,0,0,0,0,53
13,d,1,0,0,0,1,0,0,0,0,0,120
14,1,1,0,0,0,1,0,0,0,0,0,124
15,2,1,0,0,0,1,0,0,0,0,0,103
16,3,1,0,0,0,1,0,0,0,0,0,104
1,u,1,0,0,0,1,0,0,0,0,0,106
2,s,1,0,0,0,1,0,0,0,0,0,128
3,e,1,0,0,0,1,0,0,0,0,0,139
4,r,1,0,0,0,1,0,0,0,0,0,83
5,1,1,0,0,0,1,0,0,0,0,0,107
6,p,1,0,0,0,1,0,0,0,0,0,109
7,a,1,0,0,0,1,0,0,0,0,0,85
8,s,1,0,0,0,1,0,0,0,0,0,53
9,s,1,0,0,0,1,0,0,0,0,0,100
10,w,1,0,0,0,1,0,0,0,0,0,101
11,o,1,0,0,0,1,0,0,0,0,0,96
12,r,1,0,0,0,1,0,0,0,0,0,83
13,d,1,0,0,0,1,0,0,0,0,0,104
14,1,1,0,0,0,1,0,0,0,0,0,111
15,2,1,0,0,0,1,0,0,0,0,0,104
16,3,1,0,0,0,1,0,0,0,0,0,85
1,p,1,0,0,0,1,0,0,0,0,0,90
2,a,1,0,0,0,1,0,0,0,0,0,84
3,s,1,0,0,0,1,0,0,0,0,0,76
4,s,1,0,0,0,1,0,0,0,0,0,99
5,w,1,0,0,0,1,0,0,0,0,0,143
6,o,1,0,0,0,1,0,0,0,0,0,100
7,r,1,0,0,0,1,0,0,0,0,0,125
8,d,1,0,0,0,1,0,0,0,0,0,143
9,1,1,0,0,0,1,0,0,0,0,0,101
10,2,1,0,0,0,1,0,0,0,0,0,92
11,3,1,0,0,0,1,0,0,0,0,0,101
1,p,1,0,0,0,1,0,0,0,0,0,90
2,a,1,0,0,0,1,0,0,0,0,0,84
3,s,1,0,0,0,1,0,0,0,0,0,76
4,s,1,0,0,0,1,0,0,0,0,0,99
5,w,1,0,0,0,1,0,0,0,0,0,143
6,o,1,0,0,0,1,0,0,0,0,0,100
7,r,1,0,0,0,1,0,0,0,0,0,125
8,d,1,0,0,0,1,0,0,0,0,0,143
9,1,1,0,0,0,1,0,0,0,0,0,101
10,2,1,0,0,0,1,0,0,0,0,0,92
11,3,1,0,0,0,1,0,0,0,0,0,101
1,p,1,0,0,0,1,0,0,0,0,0,90
2,a,1,0,0,0,1,0,0,0,0,0,84
3,s,1,0,0,0,1,0,0,0,0,0,76
4,s,1,0,0,0,1,0,0,0,0,0,99
5,w,1,0,0,0,1,0,0,0,0,0,143
6,o,1,0,0,0,1,0,0,0,0,0,100
7,r,1,0,0,0,1,0,0,0,0,0,125
8,d,1,0,0,0,1,0,0,0,0,0,143
9,1,1,0,0,0,1,0,0,0,0,0,101
10,2,1,0,0,0,1,0,0,0,0,0,92
11,3,1,0,0,0,1,0,0,0,0,0,101
1,u,1,0,0,0,1,0,0,0,0,0,83
2,s,1,0,0,0,1,0,0,0,0,0,126
3,e,1,0,0,0,1,0,0,0,0,0,101
4,r,1,0,0,0,1,0,0,0,0,0,85
5,1,1,0,0,0,1,0,0,0,0,0,117
6,p,1,0,0,0,1,0,0,0,0,0,116
7,a,1,0,0,0,1,0,0,0,0,0,101
8,s,1,0,0,0,1,0,0,0,0,0,58
9,s,1,0,0,0,1,0,0,0,0,0,93
10,w,1,0,0,0,1,0,0,0,0,0,83
11,o,1,0,0,0,1,0,0,0,0,0,100
12,r,1,0,0,0,1,0,0,0,0,0,68
13,d,1,0,0,0,1,0,0,0,0,0,116
14,1,1,0,0,0,1,0,0,0,0,0,92
15,2,1,0,0,0,1,0,0,0,0,0,75
16,3,1,0,0,0,1,0,0,0,0,0,92
