key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,press_to_press,release_to_press,hold_time
15,3,1,0,0,0,1,0,0,0,0,0,101
1,u,1,0,0,0,1,0,0,0,0,0,91
2,s,1,0,0,0,1,0,0,0,0,0,99
3,e,1,0,0,0,1,0,0,0,0,0,92
4,r,1,0,0,0,1,0,0,0,0,0,91
5,1,1,0,0,0,1,0,0,0,0,0,118
6,p,1,0,0,0,1,0,0,0,0,0,100
7,a,1,0,0,0,1,0,0,0,0,0,91
8,s,1,0,0,0,1,0,0,0,0,0,66
9,s,1,0,0,0,1,0,0,0,0,0,99
10,w,1,0,0,0,1,0,0,0,0,0,84
11,o,1,0,0,0,1,0,0,0,0,0,91
12,r,1,0,0,0,1,0,0,0,0,0,74
13,d,1,0,0,0,1,0,0,0,0,0,109
14,1,1,0,0,0,1,0,0,0,0,0,117
15,2,1,0,0,0,1,0,0,0,0,0,118
16,3,1,0,0,0,1,0,0,0,0,0,99
